Pirate Name,Pirate URL,Portrait URL,Crew Rank,Crew Job,Crew Name,Flag Role,Flag Name,Navy Rank,Navy Name,Navy Archipelago,Owns Count,Owns List,Manages Count,Manages List,Stalls Count,Stalls List,Houses Count,Houses List,Hearties Count,Hearties List,Reputation Conqueror,Reputation Explorer,Reputation Magnate,Reputation Patron,Skill Category Alchemistry,Skill Category Battle Navigation,Skill Category Bilging,Skill Category Blacksmithing,Skill Category Carpentry,Skill Category Distilling,Skill Category Drinking,Skill Category Foraging,Skill Category Gunning,Skill Category Hearts,Skill Category Navigating,Skill Category Patching,Skill Category Poker,Skill Category Rigging,Skill Category Rumble,Skill Category Sailing,Skill Category Shipwrightery,Skill Category Spades,Skill Category Swordfighting,Skill Category Treasure Drop,Skill Category Treasure Haul,Skill Category Weaving,Skill Experience Alchemistry,Skill Experience Battle Navigation,Skill Experience Bilging,Skill Experience Blacksmithing,Skill Experience Carpentry,Skill Experience Distilling,Skill Experience Drinking,Skill Experience Foraging,Skill Experience Gunning,Skill Experience Hearts,Skill Experience Navigating,Skill Experience Patching,Skill Experience Poker,Skill Experience Rigging,Skill Experience Rumble,Skill Experience Sailing,Skill Experience Shipwrightery,Skill Experience Spades,Skill Experience Swordfighting,Skill Experience Treasure Drop,Skill Experience Treasure Haul,Skill Experience Weaving,Skill Reputation Alchemistry,Skill Reputation Battle Navigation,Skill Reputation Bilging,Skill Reputation Blacksmithing,Skill Reputation Carpentry,Skill Reputation Distilling,Skill Reputation Drinking,Skill Reputation Foraging,Skill Reputation Gunning,Skill Reputation Hearts,Skill Reputation Navigating,Skill Reputation Patching,Skill Reputation Poker,Skill Reputation Rigging,Skill Reputation Rumble,Skill Reputation Sailing,Skill Reputation Shipwrightery,Skill Reputation Spades,Skill Reputation Swordfighting,Skill Reputation Treasure Drop,Skill Reputation Treasure Haul,Skill Reputation Weaving,Scrape Date,Scraped At UTC
Joshsivils,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=joshsivils,http://emerald.puzzlepirates.com/media/emerald/portraits/c0a/e7aef844953cab85421729b820c99.jpg,Captain,Explorer,Atlantean Explorers,Prince,Pull Out,Commander,Admiral Island Navy,Gull,3,Sales from the Crypt on Aimuari Island | Rent Free Graveyards on Aimuari Island | Dawn of the Deed on Aimuari Island,1,Pirates Pantaloons on Scrimshaw Island,0,,3,Caddyshack on Admiral Island | Caddyshack on Admiral Island | Villa Las Vegas on Admiral Island,21,Accoutre | Aeri | Amaliie | Anchovia | Bobswald | Cairna | Caitman | Captnpugwash | Caramaria | Dagnanlian | Daquan | Flourish | Hellacious | Jevons | Kikkit | Kingtomy | Ltrekess | Maeven | Seepnah | Sscc | Yassenn,Rumored,Illustrious,Illustrious,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Expert,Sublime,Broad,Illustrious,Narrow,Solid,Solid,Paragon,Weighty,Weighty,Novice,Illustrious,Expert,Solid,Expert,Weighty,Solid,Illustrious,Solid,Paragon,Narrow,Distinguished,Ultimate,Renowned,Able,Ultimate,Proficient,Master,Respected,Grand-Master,Ultimate,Ultimate,Able,Distinguished,Ultimate,Legendary,Ultimate,Respected,Respected,Legendary,Respected,Ultimate,Distinguished,2026-04-11,2026-04-11 17:33:28
Kushlorde,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=kushlorde,http://emerald.puzzlepirates.com/media/emerald/portraits/6fe/329ddadcf294ba6b6007c9a3a79c9.jpg,Senior Officer,,Forward,Princess,Pull Out,Commander,Admiral Island Navy,Gull,4,King's Landing on Wissahickon Island | Off Pace Weaving on Alkaid Island | Bronx Zoo on Paihia Island | Trap House on Admiral Island,5,Reef Reelators on Scrimshaw Island | Dawn of the Deed on Aimuari Island | Backwoods on Paihia Island | The Boys on Admiral Island | My Face When on Caravanserai Island,4,Kushlorde's Apothecary Stall on Scrimshaw Island | Kushlorde's Weaving Stall on Scrimshaw Island | Kyubi's Tailoring Stall on Admiral Island | Twitcher's Tailoring Stall on Aimuari Island,27,Caddyshack on Admiral Island | The Cuckoo's Nest on Quetzal Island | Shack eel Oh Kneel on Blackthorpe Island | King Kottage on Admiral Island | Row Me Daddy on Admiral Island | Villa Las Vegas on Admiral Island | Sigil Shack on Sayers Rock | Sea Shack on Scrimshaw Island | Sea Shack on Scrimshaw Island | Minute House on Greenwich Island | Caddyshack on Admiral Island | Caddyshack on Admiral Island | Caddyshack on Admiral Island | Caddyshack on Admiral Island | Caddyshack on Admiral Island | Milkshack on Wensleydale | Bungalow Bill on Admiral Island | King Kottage on Admiral Island | King Kottage on Admiral Island | Mayfair Mansions on Pukru Island | Jonestown Houses on Aimuari Island | Bedside Manors on Admiral Island | Villa Las Vegas on Admiral Island | Villa Las Vegas on Admiral Island | Villa of the Damned on Aimuari Island | Cthulhu Mansion on Admiral Island | Poseidon's Castle on Scrimshaw Island,21,Absence | Ashluv | Cazix | Cencul | Crowtit | Derivatives | Discriminate | Duskrager | Emraey | Kinkthings | Kyubi | Lengthy | Maeven | Mfw | Mockworld | Outlander | Rinhart | Toribuggy | Twitcher | Veerlon | Xii,Rumored,Renowned,Illustrious,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Weighty,Solid,Revered,Solid,Expert,Novice,Narrow,Expert,Weighty,Apprentice,Expert,Expert,Expert,Exalted,Narrow,Weighty,Broad,Novice,Solid,Narrow,Revered,Weighty,Distinguished,Able,Master,Proficient,Able,Able,Able,Distinguished,Able,Proficient,Grand-Master,Renowned,Legendary,Legendary,Able,Able,Proficient,Able,Proficient,Proficient,Proficient,Proficient,2026-04-11,2026-04-11 17:33:28
Mockworld,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=mockworld,http://emerald.puzzlepirates.com/media/emerald/portraits/c86/d8847eb2371bef54962e54d54284c.jpg,Captain,Gunner,Thank You Next,Prince,Pull Out,Admiral,Admiral Island Navy,Gull,3,Trap House on Sayers Rock | Trance Estate on Sayers Rock | Free trade market on Sayers Rock,4,Reef Reelators on Scrimshaw Island | Kitty City on Iocane Island | So Frigging Low on Sayers Rock | Scottish Parliament on Spaniel Island,0,,7,Caddyshack on Admiral Island | Row Me Daddy on Admiral Island | Villa Las Vegas on Admiral Island | Sigil Shack on Sayers Rock | Caddyshack on Admiral Island | Caddyshack on Admiral Island | Bungalow Bill on Admiral Island,1,Urgal,Aspiring,Illustrious,Celebrated,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Novice,Neophyte,Broad,Solid,Weighty,Novice,Neophyte,Solid,Sublime,Solid,Illustrious,Weighty,Weighty,Solid,Novice,Broad,Narrow,Novice,Narrow,Neophyte,Exalted,Novice,Able,Able,Proficient,Grand-Master,Distinguished,Able,Respected,Ultimate,Respected,Grand-Master,Master,Renowned,Proficient,Distinguished,Master,Distinguished,Proficient,Able,Proficient,Proficient,Distinguished,Able,2026-04-11,2026-04-11 17:33:28
Robinaltx,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=robinaltx,,Captain,,Pink Hair Don't Care,Prince,Pull Out,Ensign,Admiral Island Navy,Gull,0,,1,Scottish Parliament on Spaniel Island,2,Robinaltx's Apothecary Stall on Admiral Island | Robinhoodx's Apothecary Stall on Scrimshaw Island,1,Homestead Hut on Lincoln Island,1,Danswald,Aspiring,Obscure,Noted,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Broad,Narrow,Neophyte,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Solid,Novice,Solid,Novice,Novice,Solid,Solid,Novice,Novice,Novice,Novice,Novice,Proficient,Distinguished,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Legendary,Able,Able,Master,Distinguished,Able,Able,Able,Able,Able,2026-04-11,2026-04-11 17:33:28
Jollylama,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=jollylama,http://emerald.puzzlepirates.com/media/emerald/portraits/0c6/73bc0233a45acea866c297f77ed67.jpg,Captain,,The Academia,Queen,Rum and Regrets,Petty Officer,Ix Chel Navy,Eagle,4,Chaac's Harbor on Ix Chel | Shipwrecked on Alkaid Island | The Studio Fort on Ix Chel | Demolition Yard on Armstrong Island,2,Smoking Spice on Alkaid Island | Thyme is Money on Armstrong Island,1,Cmdoughboy's Tailoring Stall on Admiral Island,6,Sigil Shack on Sayers Rock | Bungalow Bill on Admiral Island | Caddyshack on Admiral Island | Cabin Fever on Admiral Island | Canopy Manors on Alkaid Island | Guardians of the Gallery on Admiral Island,1,Shiinto,Noted,Eminent,Illustrious,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Narrow,Expert,Broad,Novice,Solid,Novice,Neophyte,Broad,Solid,Apprentice,Solid,Novice,Solid,Neophyte,Neophyte,Weighty,Solid,Novice,Solid,Narrow,Expert,Novice,Able,Renowned,Proficient,Able,Proficient,Able,Proficient,Proficient,Able,Distinguished,Able,Proficient,Proficient,Able,Able,Respected,Able,Able,Able,Proficient,Proficient,Able,2026-04-11,2026-04-11 17:33:28
Cmdoughboy,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=cmdoughboy,http://emerald.puzzlepirates.com/media/emerald/portraits/11b/1ad92326871eff80df1ef18ed166f.jpg,Senior Officer,First Mate,The Academia,Prince,Rum and Regrets,Commander,Ix Chel Navy,Eagle,0,,3,Chaac's Harbor on Ix Chel | Shipwrecked on Alkaid Island | Demolition Yard on Armstrong Island,1,Cmdoughboy's Tailoring Stall on Admiral Island,9,Milkshack on Wensleydale | Cabin Fever on Admiral Island | Only a Manor of Time on Aimuari Island | Guardians of the Gallery on Admiral Island | Homestead Hut on Lincoln Island | Was A Marked Down Shack on Wissahickon Island | Bungallows on Aimuari Island | Cthulhu Mansion on Admiral Island | Be Our Guest Gallery on Armstrong Island,56,Akexrawr | Alcide | Angelusbtc | Aperion | Blackboott | Bullieve | Bvl | Cassiuss | Cazix | Cities | Convictt | Cyndarella | Danipop | Danuc | Demonologist | Dripper | Dyyl | Eisz | Exnoga | Fngdan | Giuns | Graysn | Hamdushi | Hauk | Hollisue | Independente | Jollylama | Jonnypapagei | Lolidragons | Mattsonny | Mikassa | Mistukara | Mixeddrinks | Moneyhunter | Morties | Mrflop | Mrxx | Mskittyy | Ollieex | Omegant | Paleblade | Rickeh | Rubyrosee | Samcrow | Scottishgal | Shiinto | Sinkz | Souul | Sparklette | Spiderheros | Spongiform | Sunchade | Toesforpoez | Westerwind | Wildemarie | Wowosity,Aspiring,Illustrious,Eminent,Obscure,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Novice,Solid,Solid,Solid,Broad,Neophyte,Novice,Solid,Broad,Solid,Expert,Solid,Narrow,Paragon,Novice,Narrow,Expert,Neophyte,Solid,Novice,Sublime,Solid,Able,Proficient,Grand-Master,Master,Distinguished,Able,Able,Ultimate,Proficient,Respected,Master,Grand-Master,Proficient,Ultimate,Master,Proficient,Legendary,Distinguished,Legendary,Proficient,Renowned,Legendary,2026-04-11,2026-04-11 17:33:28
Aaeglar,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=aaeglar,http://emerald.puzzlepirates.com/media/emerald/portraits/469/8a6ca422dc847c20544db86756d41.jpg,Senior Officer,Troublemaker,The Academia,Lord,Rum and Regrets,Petty Officer,Wissahickon Island Navy,Stork,0,,0,,0,,6,Milkshack on Wensleydale | Was A Marked Down Shack on Wissahickon Island | Bungallows on Aimuari Island | Tortilla Villas on Chachapoya Island | Cthulhu Mansion on Admiral Island | Be Our Guest Gallery on Armstrong Island,1,Spiritualist,Aspiring,Rumored,Noted,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Narrow,Expert,Neophyte,Solid,Broad,Neophyte,Novice,Broad,Apprentice,Novice,Solid,Broad,Solid,Solid,Novice,Broad,Broad,Novice,Narrow,Novice,Weighty,Novice,Proficient,Distinguished,Able,Proficient,Proficient,Able,Distinguished,Proficient,Proficient,Able,Distinguished,Renowned,Proficient,Ultimate,Proficient,Proficient,Respected,Able,Legendary,Distinguished,Renowned,Able,2026-04-11,2026-04-11 17:33:28
Outlander,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=outlander,http://emerald.puzzlepirates.com/media/emerald/portraits/b7d/cf4ff54c33aaf16068383e4293c32.jpg,Captain,Bilge Rat,The Mob,Queen,Late Night Hoes,Admiral,Arakoua Island Navy,Ibis,16,Wasted Bastards on Caravanserai Island | Guppy Yard on Caravanserai Island | Veclothiraptor on Arakoua Island | The Mightiest Shipyard on Caravanserai Island | Stringasaurus on Arakoua Island | Happy Little Drugs on Bowditch Island | Fight The Power on Armstrong Island | Triceratops on Arakoua Island | Mastodons on Arakoua Island | Where the Deed at on Armstrong Island | Biz Market on Armstrong Island | Nautical With Attitude on Armstrong Island | Two Dock Shakur on Armstrong Island | The Mighty Yard on Caravanserai Island | Drop it Like it's Yacht on Armstrong Island | Dock Dre on Armstrong Island,19,Sugar and Spice on Caravanserai Island | Black Sails on Armstrong Island | Sailing Rent Free on Arakoua Island | Ball's on Bowditch Island | Weave No Trace on Caravanserai Island | Happy Little Masts on Bowditch Island | Mesozoic Masts on Arakoua Island | Wits' End on Admiral Island | Beat the Balls on Bowditch Island | Junk n Tonic on Ambush Island | Fondle My Balls on Bowditch Island | Fortini on Ambush Island | Happy Little Flags on Bowditch Island | Happy Little Frigs on Bowditch Island | Hollywood Palace on Admiral Island | Fat Shack on Bowditch Island | Happy Little Threads on Bowditch Island | Desert Rose on Caravanserai Island | Cowboy on Admiral Island,1,Blaviken's Tailoring Stall on Admiral Island,25,Pine Boxes on Aimuari Island | Shack Macaque on Alkaid Island | Sigil Shack on Sayers Rock | Jurassic Shack on Arakoua Island | The Dove Shack on Armstrong Island | Caddyshack on Admiral Island | Love Shack on Caravanserai Island | Bungalow Bill on Admiral Island | King Kottage on Admiral Island | Hero Houses on Barbary Island | Funky Townhouse on Caravanserai Island | The Cuckoo's Nest on Quetzal Island | Jurassic Shack on Arakoua Island | Caddyshack on Admiral Island | Caddyshack on Admiral Island | Cambrian Cabins on Arakoua Island | Cambrian Cabins on Arakoua Island | Mayfair Mansions on Pukru Island | Row Me Daddy on Admiral Island | Live Organ Townhouses on Bowditch Island | Bedside Manors on Admiral Island | Villas of Jericho on Arakoua Island | Poseidon's Castle on Scrimshaw Island | Guardians of the Gallery on Admiral Island | Whisking Whale Road on Arakoua Island,0,,Aspiring,Established,Eminent,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Weighty,Solid,Expert,Broad,Illustrious,Expert,Neophyte,Solid,Illustrious,Novice,Illustrious,Solid,Solid,Expert,Solid,Exalted,Expert,Novice,Solid,Apprentice,Expert,Weighty,Renowned,Able,Distinguished,Proficient,Master,Distinguished,Able,Legendary,Distinguished,Able,Respected,Master,Grand-Master,Distinguished,Grand-Master,Ultimate,Respected,Proficient,Master,Proficient,Grand-Master,Grand-Master,2026-04-11,2026-04-11 17:33:28
Anichi,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=anichi,http://emerald.puzzlepirates.com/media/emerald/portraits/70c/e9b92547814629228b2eab590b914.jpg,Senior Officer,First Mate,Tax Evasion,Princess,Late Night Hoes,Chief Petty Officer,Admiral Island Navy,Gull,9,Ball's on Bowditch Island | Beat the Balls on Bowditch Island | Sloop-La-Di | Sloop-La-Da on Caravanserai Island | Fondle My Balls on Bowditch Island | Abyssal Frameworks on Aimuari Island | Here Comes The Frigs on Caravanserai Island | Build Me Shelter on Caravanserai Island | Desert Rose on Caravanserai Island,19,Sailing Rent Free on Arakoua Island | Happy Little Masts on Bowditch Island | Wits' End on Admiral Island | Veclothiraptor on Arakoua Island | The Mightiest Shipyard on Caravanserai Island | Stringasaurus on Arakoua Island | Junk n Tonic on Ambush Island | Happy Little Drugs on Bowditch Island | Fortini on Ambush Island | Happy Little Flags on Bowditch Island | Happy Little Frigs on Bowditch Island | Triceratops on Arakoua Island | Hollywood Palace on Admiral Island | Mastodons on Arakoua Island | Fat Shack on Bowditch Island | Happy Little Threads on Bowditch Island | Money in the Hull on Aimuari Island | Where the Deed at on Armstrong Island | Happy Little Real Estate on Bowditch Island,3,Anichi's Ironworking Stall on Admiral Island | Barrys's Tailoring Stall on Admiral Island | Rhay's Distilling Stall on Kasidim Island,10,Shack Macaque on Alkaid Island | Shack eel Oh Kneel on Blackthorpe Island | Bungalow Bill on Admiral Island | Row Me Daddy on Admiral Island | Villa Las Vegas on Admiral Island | Love Shack on Caravanserai Island | Caddyshack on Admiral Island | Cottage Cleese Shop on Bowditch Island | Hero Houses on Barbary Island | Villa Las Vegas on Admiral Island,0,,Aspiring,Rumored,Renowned,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Solid,Solid,Solid,Narrow,Novice,Novice,Solid,Broad,Neophyte,Narrow,Broad,Solid,Broad,Novice,Narrow,Solid,Solid,Neophyte,Novice,Illustrious,Neophyte,Proficient,Ultimate,Distinguished,Grand-Master,Proficient,Able,Able,Legendary,Able,Proficient,Proficient,Respected,Proficient,Proficient,Able,Proficient,Respected,Respected,Able,Proficient,Legendary,Able,2026-04-11,2026-04-11 17:33:28
Barrys,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=barrys,http://emerald.puzzlepirates.com/media/emerald/portraits/d61/b2e802defa8603f4fe2f2504e75e9.jpg,Captain,Bait,Tax Evasion,Princess,Late Night Hoes,Lieutenant,Admiral Island Navy,Gull,10,Sailing Rent Free on Arakoua Island | Happy Little Masts on Bowditch Island | Happy Little Flags on Bowditch Island | Happy Little Frigs on Bowditch Island | Fat Shack on Bowditch Island | Happy Little Threads on Bowditch Island | Happy Little Market on Bowditch Island | Money in the Hull on Aimuari Island | Happy Little Hull on Bowditch Island | Happy Little Real Estate on Bowditch Island,16,Ball's on Bowditch Island | Wits' End on Admiral Island | Guppy Yard on Caravanserai Island | Beat the Balls on Bowditch Island | Veclothiraptor on Arakoua Island | The Mightiest Shipyard on Caravanserai Island | Stringasaurus on Arakoua Island | Junk n Tonic on Ambush Island | Fondle My Balls on Bowditch Island | Happy Little Drugs on Bowditch Island | Abyssal Frameworks on Aimuari Island | Triceratops on Arakoua Island | Mastodons on Arakoua Island | Where the Deed at on Armstrong Island | Build Me Shelter on Caravanserai Island | The Mighty Yard on Caravanserai Island,3,Barrys's Tailoring Stall on Admiral Island | Rosieex's Tailoring Stall on Admiral Island | Anichi's Ironworking Stall on Admiral Island,12,Love Shack on Caravanserai Island | Caddyshack on Admiral Island | Cottage Cleese Shop on Bowditch Island | Love Shack on Caravanserai Island | Cabin Fever on Admiral Island | Row Me Daddy on Admiral Island | Bringing Town the House on Admiral Island | Bedside Manors on Admiral Island | Villa Las Vegas on Admiral Island | Guardians of the Gallery on Admiral Island | Guardians of the Gallery on Admiral Island | Whisking Whale Road on Arakoua Island,0,,Aspiring,Celebrated,Celebrated,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Broad,Solid,Weighty,Narrow,Solid,Expert,Apprentice,Solid,Solid,Novice,Expert,Solid,Broad,Paragon,Narrow,Solid,Solid,Apprentice,Solid,Neophyte,Weighty,Solid,Proficient,Ultimate,Master,Able,Legendary,Respected,Distinguished,Master,Master,Able,Legendary,Ultimate,Proficient,Legendary,Legendary,Ultimate,Grand-Master,Distinguished,Legendary,Distinguished,Legendary,Legendary,2026-04-11,2026-04-11 17:33:28
Discrims,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=discrims,,Senior Officer,,The Mob,Prince,Late Night Hoes,Stowaway,Wensleydale Navy,Gull,0,,0,,0,,1,Milkshack on Wensleydale,0,,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,2026-04-11,2026-04-11 17:33:28
Dexedrine,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=dexedrine,http://emerald.puzzlepirates.com/media/emerald/portraits/ed6/ba255ca9ed7f15f65d1e718de74ed.jpg,Senior Officer,Politician,The Mob,Prince,Late Night Hoes,Commander,Admiral Island Navy,Gull,0,,1,Triceratops on Arakoua Island,0,,7,Pine Boxes on Aimuari Island | Caddyshack on Admiral Island | Bedside Manors on Admiral Island | Jurassic Shack on Arakoua Island | King Kottage on Admiral Island | A State Of Love & Happiness on Aimuari Island | Guardians of the Gallery on Admiral Island,17,Blinksy | Bronzy | Capnray | Fattalex | Feniiah | Iaago | Koax | Lengthy | Ninjy | Outlander | Satisfies | Sheidheda | Stormiee | Strategyy | Todeshund | Umami | Zinke,Aspiring,Rumored,Established,Obscure,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Apprentice,Expert,Solid,Solid,Weighty,Neophyte,Novice,Solid,Solid,Novice,Broad,Solid,Weighty,Weighty,Apprentice,Solid,Illustrious,Novice,Broad,Apprentice,Weighty,Broad,Proficient,Ultimate,Ultimate,Master,Ultimate,Able,Distinguished,Ultimate,Master,Able,Distinguished,Legendary,Proficient,Legendary,Grand-Master,Master,Legendary,Able,Ultimate,Proficient,Ultimate,Respected,2026-04-11,2026-04-11 17:33:28
Encode,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=encode,http://emerald.puzzlepirates.com/media/emerald/portraits/8d8/b9d5166416e8777fb75ac9d360865.jpg,Captain,,Entropy,Prince,Late Night Hoes,Ensign,Admiral Island Navy,Gull,0,,0,,0,,1,Adobe Abode on Chachapoya Island,78,Abihas | Aeren | Allyx | Anichi | Aquella | Barrys | Bigtimerz | Biob | Calaveras | Chawey | Cheases | Cinamoon | Convictt | Crushiie | Cruste | Destroyy | Dexedrine | Doccos | Dzhon | Eleoss | Esket | Fedorov | Feniiah | Fileopen | Financelad | Flowerful | Furiousme | Gafgarion | Gangrena | Garpuu | Glamourr | Gravee | Graymouser | Heraw | Hollisue | Igboo | Ivey | Jackkfrost | Jezerbell | Kapetanios | Kingubi | Kittyroar | Lacharcin | Lastlegacy | Lawgirl | Licence | Loons | Ltbolt | Mattystrong | Mikuchan | Montanari | Mysticgrovee | Nightskye | Odds | Outlander | Pirateevelyn | Playas | Pszemil | Scozy | Shigby | Shuster | Skittlemiss | Slinkee | Slur | Souwestern | Spinnakerr | Sykku | Tascrunot | Tiramisue | Toraken | Totemb | Twitcher | Twodee | Uzed | Vanin | Xanorth | Yauso | Zrago,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Neophyte,Narrow,Solid,Novice,Solid,Novice,Novice,Neophyte,Narrow,Novice,Broad,Weighty,Solid,Weighty,Novice,Broad,Narrow,Novice,Narrow,Novice,Paragon,Novice,Able,Ultimate,Master,Able,Master,Able,Able,Master,Proficient,Able,Respected,Master,Proficient,Distinguished,Able,Distinguished,Master,Able,Legendary,Distinguished,Master,Able,2026-04-11,2026-04-11 17:33:28
Joeyjoe,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=joeyjoe,http://emerald.puzzlepirates.com/media/emerald/portraits/021/7049f314b3f6fdc042721b426044a.jpg,Senior Officer,First Mate,Reign of Terror,Prince,Late Night Hoes,Lieutenant Commander,Admiral Island Navy,Gull,3,Killer Vessels on The Lowland Hundred | Cold Blooded on Alkaid Island | Bad Threads on Alkaid Island,1,Wits' End on Admiral Island,0,,8,Adobe Abode on Chachapoya Island | Pine Boxes on Aimuari Island | Munky Town on Alkaid Island | Only a Manor of Time on Aimuari Island | Bedside Manors on Admiral Island | Bedside Manors on Admiral Island | The Great Estate on Admiral Island | The Great Estate on Admiral Island,12,Bunnibun | Cheezz | Crazotiic | Flamingboat | Sheidheda | Shoyoroll | Skittlemiss | Uzed | Wagers | Xpac | Youngkdog | Zakilla,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Neophyte,Solid,Paragon,Solid,Solid,Neophyte,Narrow,Solid,Weighty,Neophyte,Solid,Solid,Expert,Solid,Broad,Solid,Narrow,Neophyte,Solid,Broad,Solid,Novice,Able,Respected,Ultimate,Ultimate,Distinguished,Proficient,Able,Proficient,Master,Proficient,Proficient,Renowned,Legendary,Proficient,Able,Proficient,Able,Proficient,Proficient,Distinguished,Master,Able,2026-04-11,2026-04-11 17:33:28
