Pirate Name,Pirate URL,Portrait URL,Crew Rank,Crew Job,Crew Name,Flag Role,Flag Name,Navy Rank,Navy Name,Navy Archipelago,Owns Count,Owns List,Manages Count,Manages List,Stalls Count,Stalls List,Houses Count,Houses List,Hearties Count,Hearties List,Reputation Conqueror,Reputation Explorer,Reputation Magnate,Reputation Patron,Skill Category Alchemistry,Skill Category Battle Navigation,Skill Category Bilging,Skill Category Blacksmithing,Skill Category Carpentry,Skill Category Distilling,Skill Category Drinking,Skill Category Foraging,Skill Category Gunning,Skill Category Hearts,Skill Category Navigating,Skill Category Patching,Skill Category Poker,Skill Category Rigging,Skill Category Rumble,Skill Category Sailing,Skill Category Shipwrightery,Skill Category Spades,Skill Category Swordfighting,Skill Category Treasure Drop,Skill Category Treasure Haul,Skill Category Weaving,Skill Experience Alchemistry,Skill Experience Battle Navigation,Skill Experience Bilging,Skill Experience Blacksmithing,Skill Experience Carpentry,Skill Experience Distilling,Skill Experience Drinking,Skill Experience Foraging,Skill Experience Gunning,Skill Experience Hearts,Skill Experience Navigating,Skill Experience Patching,Skill Experience Poker,Skill Experience Rigging,Skill Experience Rumble,Skill Experience Sailing,Skill Experience Shipwrightery,Skill Experience Spades,Skill Experience Swordfighting,Skill Experience Treasure Drop,Skill Experience Treasure Haul,Skill Experience Weaving,Skill Reputation Alchemistry,Skill Reputation Battle Navigation,Skill Reputation Bilging,Skill Reputation Blacksmithing,Skill Reputation Carpentry,Skill Reputation Distilling,Skill Reputation Drinking,Skill Reputation Foraging,Skill Reputation Gunning,Skill Reputation Hearts,Skill Reputation Navigating,Skill Reputation Patching,Skill Reputation Poker,Skill Reputation Rigging,Skill Reputation Rumble,Skill Reputation Sailing,Skill Reputation Shipwrightery,Skill Reputation Spades,Skill Reputation Swordfighting,Skill Reputation Treasure Drop,Skill Reputation Treasure Haul,Skill Reputation Weaving
Hamsty,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=hamsty,http://emerald.puzzlepirates.com/media/emerald/portraits/c3e/d97454868e604daab242bdb453548.jpg,Senior Officer,,Splash Warning,Prince,No Bamboozles,Sailor,Blackthorpe Island Navy,Pelican,0,,21,Sew What on Caravanserai Island | Blow My Bellows on Barbary Island | Fleet Pics on Caravanserai Island | Bird Strike Bargains on Caravanserai Island | Crazy Ship on Barbary Island | Triceracloth on Arakoua Island | No Ballboozles on Aimuari Island | Sacred Hemp of Ibis on Caravanserai Island | No Ship Sherlock on Caravanserai Island | Harbor Forge on Barbary Island | Rags to Riches on Caravanserai Island | Oops I Whisk'd it Again on Caravanserai Island | Malice in the Palace on Blackthorpe Island | Dino Might on Arakoua Island | Hammer and Hound on Spaniel Island | Bamboozled on Scrimshaw Island | Loom 'n' Lyrics on Armstrong Island | Ball-Mart on Scrimshaw Island | Greece's Pieces on Aimuari Island | Pound One Out on Bowditch Island | Dye For You on Caravanserai Island,0,,11,Shack Macaque on Alkaid Island | Sigil Shack on Sayers Rock | Pine Boxes on Aimuari Island | The Dove Shack on Armstrong Island | The Cuckoo's Nest on Quetzal Island | Shack eel Oh Kneel on Blackthorpe Island | Adobe Abode on Chachapoya Island | Minute House on Greenwich Island | Riemann Slums on Descartes Isle | Was A Marked Down Shack on Wissahickon Island | Bringing Town the House on Admiral Island,0,,Obscure,Rumored,Rumored,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Novice,Weighty,Expert,Neophyte,Narrow,Novice,Novice,Broad,Broad,Novice,Solid,Broad,Weighty,Solid,Neophyte,Neophyte,Solid,Novice,Narrow,Neophyte,Solid,Novice,Able,Proficient,Respected,Proficient,Able,Able,Respected,Able,Distinguished,Able,Able,Distinguished,Distinguished,Distinguished,Able,Proficient,Distinguished,Able,Master,Distinguished,Proficient,Proficient
Martellus,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=martellus,http://emerald.puzzlepirates.com/media/emerald/portraits/b58/d0bad43177ab19df9a41ff6615762.jpg,Captain,Drunk,Queso De Mondays,Princess,No Bamboozles,Petty Officer,Blackthorpe Island Navy,Pelican,3,Building Dynasties on Blackthorpe Island | Home Court Commodities on Blackthorpe Island | Malice in the Palace on Blackthorpe Island,15,Iron Balls on Caravanserai Island | Bird Strike Bargains on Caravanserai Island | Crazy Ship on Barbary Island | Triceracloth on Arakoua Island | Heavenly Sails on Arakoua Island | Sacred Hemp of Ibis on Caravanserai Island | No Ship Sherlock on Caravanserai Island | Harbor Forge on Barbary Island | Rags to Riches on Caravanserai Island | Scourge of Iron on Caravanserai Island | Oops I Whisk'd it Again on Caravanserai Island | Bamboozled on Scrimshaw Island | Loom 'n' Lyrics on Armstrong Island | Bang from Downtown on Blackthorpe Island | Dye For You on Caravanserai Island,6,Martellus's Shipbuilding Stall on Greenwich Island | Martellus's Apothecary Stall on Greenwich Island | Martellus's Ironworking Stall on Blackthorpe Island | Martellus's Distilling Stall on Greenwich Island | Wiplasher's Ironworking Stall on The Lowland Hundred | Wiplasher's Shipbuilding Stall on Isle of Kent,15,Milkshack on Wensleydale | Shack eel Oh Kneel on Blackthorpe Island | Minute House on Greenwich Island | Sigil Shack on Sayers Rock | Caddyshack on Admiral Island | Cabin Fever on Admiral Island | Bungalow Bill on Admiral Island | King Kottage on Admiral Island | Row Me Daddy on Admiral Island | Bringing Town the House on Admiral Island | Caddyshack on Admiral Island | Stab In Cabin on Aimuari Island | Rho House on Descartes Isle | Bringing Town the House on Admiral Island | Bedside Manors on Admiral Island,46,Affame | Beia | Blonde | Bonze | Brocko | Cafefe | Canadagoose | Capnray | Ccarlson | Contressa | Derivatives | Dirtybowdy | Drover | Frostease | Glamourr | Greecefeva | Hamsty | Hellz | Iaago | Jacobdwnunda | Jahron | Jazz | Jerrk | Kizzle | Kushlorde | Lashientax | Maeven | Margaroo | Marioman | Mchicken | Missyfiercer | Narp | Ohmi | Papi | Pedro | Psychi | Shigby | Sonadora | Sonicbang | Sscc | Teabiscuit | Umami | Viator | Walterwhale | Youngsinatra | Zengris,Aspiring,Obscure,Established,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Apprentice,Expert,Weighty,Solid,Solid,Apprentice,Broad,Broad,Solid,Solid,Paragon,Solid,Illustrious,Expert,Solid,Solid,Broad,Narrow,Solid,Narrow,Weighty,Apprentice,Able,Proficient,Respected,Renowned,Able,Able,Proficient,Distinguished,Proficient,Proficient,Legendary,Respected,Master,Master,Renowned,Proficient,Proficient,Able,Proficient,Proficient,Distinguished,Able
Ohmi,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=ohmi,http://emerald.puzzlepirates.com/media/emerald/portraits/142/7f5c49aa10dbd8b1c4dd9fd0540ec.jpg,Senior Officer,Navigator,Splash Warning,Lord,No Bamboozles,Lieutenant,Admiral Island Navy,Gull,0,,7,Bird Strike Bargains on Caravanserai Island | Rags to Riches on Caravanserai Island | Sew What on Caravanserai Island | Crazy Ship on Barbary Island | Oops I Whisk'd it Again on Caravanserai Island | Loom 'n' Lyrics on Armstrong Island | Harbor Forge on Barbary Island,0,,3,Shack eel Oh Kneel on Blackthorpe Island | Cthulhu Mansion on Admiral Island | Bringing Town the House on Admiral Island,11,Amin | Blonde | Daeris | Embargo | Greecefeva | Helium | Mahsa | Mahta | Martellus | Sscc | Youngsinatra,Aspiring,Aspiring,Obscure,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Solid,Solid,Solid,Paragon,Novice,Broad,Solid,Solid,Weighty,Solid,Solid,Paragon,Solid,Broad,Solid,Broad,Neophyte,Solid,Solid,Solid,Narrow,Distinguished,Respected,Proficient,Master,Respected,Able,Proficient,Distinguished,Able,Master,Able,Proficient,Able,Distinguished,Proficient,Proficient,Proficient,Able,Respected,Renowned,Proficient,Proficient
Sankz,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=sankz,,Senior Officer,,Splash Warning,Lord,No Bamboozles,Chief Petty Officer,Pukru Island Navy,Orion,0,,0,,0,,2,Sea Shack on Scrimshaw Island | Shack eel Oh Kneel on Blackthorpe Island,4,Canceer | Hamsty | Sinkz | Wraps,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Novice,Apprentice,Novice,Solid,Narrow,Novice,Novice,Apprentice,Narrow,Novice,Narrow,Apprentice,Neophyte,Solid,Novice,Novice,Novice,Novice,Novice,Novice,Solid,Neophyte,Able,Proficient,Able,Ultimate,Proficient,Able,Able,Master,Master,Able,Able,Proficient,Distinguished,Distinguished,Able,Able,Able,Able,Proficient,Able,Distinguished,Distinguished
Wargrade,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=wargrade,,Captain,Nap Specialist,Nightfall,Prince,Deadlock,Stowaway,Cryo Island Navy,Puffin,0,,0,,0,,1,Caddyshack on Admiral Island,0,,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able
Velocirapta,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=velocirapta,,,,,,,Stowaway,Manu Island Navy,Eagle,0,,0,,0,,1,Love Shack on Caravanserai Island,0,,Aspiring,Aspiring,Obscure,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Novice,Novice,Novice,Solid,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Narrow,Novice,Novice,Novice,Novice,Novice,Able,Able,Able,Renowned,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Distinguished,Able,Able,Able,Able,Able
Tosl,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Tosl,http://emerald.puzzlepirates.com/media/emerald/portraits/070/f1ee22e47c568bb5d85027f8e1f75.jpg,Senior Officer,,Sticky Fingers,Member,Sticky Rubber Duckies,Admiral,Cryo Island Navy,Puffin,1,Bang Bang Brews on Admiral Island,3,Frigate Driver on Admiral Island | Awol or Distilling on Armstrong Island | Brandy on the House on Caravanserai Island,1,Turtleman's Apothecary Stall on Admiral Island,10,Love Shack on Caravanserai Island | Caddyshack on Admiral Island | Milkshack on Wensleydale | Row Me Daddy on Admiral Island | Bedside Manors on Admiral Island | Pine Boxes on Aimuari Island | Caddyshack on Admiral Island | Bedside Manors on Admiral Island | Cthulhu Mansion on Admiral Island | Cthulhu Mansion on Admiral Island,13,Ganderz | Geologist-East | Greyscale | Hbombalt | Hbombed | Heyyl | Jice | Krakathooms | Legendu | Penguinluvs | Sarandai | Saviour | Spadesonly,Aspiring,Celebrated,Illustrious,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Paragon,Illustrious,Illustrious,Expert,Sublime,Exalted,Expert,Revered,Exalted,Illustrious,Exalted,Sublime,Illustrious,Illustrious,Expert,Illustrious,Paragon,Illustrious,Paragon,Expert,Revered,Illustrious,Ultimate,Proficient,Legendary,Legendary,Ultimate,Master,Renowned,Able,Master,Legendary,Respected,Master,Respected,Ultimate,Grand-Master,Legendary,Grand-Master,Grand-Master,Renowned,Renowned,Able,Ultimate
Blackboott,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Blackboott,http://emerald.puzzlepirates.com/media/emerald/portraits/9e0/fcfc7f26777e47aab3b705a5c7302.jpg,Captain,Warmonger,Raging Waters,King,Raging Waters,Lieutenant Commander,Barbary Island Navy,Ibis,2,Raging Waters on Barbary Island | Black Balls on Barbary Island,0,,0,,12,Sidekick Shacks on Barbary Island | Sigil Shack on Sayers Rock | Jurassic Shack on Arakoua Island | Pine Boxes on Aimuari Island | The Dove Shack on Armstrong Island | Cabin Fever on Admiral Island | Row Me Daddy on Admiral Island | Stab In Cabin on Aimuari Island | Cabin Fever on Admiral Island | Bedside Manors on Admiral Island | Villa Las Vegas on Admiral Island | The Great Estate on Admiral Island,6,Angelxx | Cities | Despar | Laguiole | Mattsonny | Redbluff,Obscure,Established,Illustrious,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Weighty,Illustrious,Weighty,Weighty,Narrow,Neophyte,Weighty,Solid,Novice,Expert,Solid,Paragon,Illustrious,Apprentice,Broad,Weighty,Novice,Weighty,Neophyte,Expert,Solid,Respected,Respected,Legendary,Ultimate,Master,Able,Able,Ultimate,Respected,Able,Grand-Master,Master,Proficient,Legendary,Able,Proficient,Legendary,Able,Renowned,Able,Grand-Master,Grand-Master
Angelxx,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Angelxx,http://emerald.puzzlepirates.com/media/emerald/portraits/4ab/ce3a619581a97843c34dbca6c633a.jpg,Senior Officer,Lookout,Raging Waters,Princess,Raging Waters,Admiral,Admiral Island Navy,Gull,0,,2,Raging Waters on Barbary Island | Black Balls on Barbary Island,0,,11,Caddyshack on Admiral Island | Sea Shack on Scrimshaw Island | The Dove Shack on Armstrong Island | Love Shack on Caravanserai Island | Sigil Shack on Sayers Rock | King Kottage on Admiral Island | Row Me Daddy on Admiral Island | Row Me Daddy on Admiral Island | Bedside Manors on Admiral Island | Villa Las Vegas on Admiral Island | The Great Estate on Admiral Island,1,Alexco,Rumored,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Solid,Weighty,Paragon,Weighty,Narrow,Narrow,Weighty,Weighty,Narrow,Weighty,Expert,Weighty,Solid,Broad,Revered,Solid,Apprentice,Solid,Broad,Weighty,Weighty,Proficient,Proficient,Proficient,Distinguished,Proficient,Proficient,Able,Proficient,Able,Able,Able,Distinguished,Able,Able,Proficient,Respected,Able,Able,Master,Able,Proficient,Distinguished
Cities,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Cities,http://emerald.puzzlepirates.com/media/emerald/portraits/45b/58af25d188e7e4fecbe24d7c22bc1.jpg,Senior Officer,First Mate,Raging Waters,Prince,Raging Waters,Chief Petty Officer,Admiral Island Navy,Gull,0,,1,Black Balls on Barbary Island,0,,2,The Cuckoo's Nest on Quetzal Island | Bedside Manors on Admiral Island,6,Angelxx | Blackboott | Jravalos | Laguiole | Mattsonny | Texnikos,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Novice,Solid,Solid,Weighty,Solid,Novice,Neophyte,Solid,Solid,Apprentice,Novice,Solid,Weighty,Broad,Novice,Broad,Narrow,Broad,Apprentice,Novice,Paragon,Novice,Able,Distinguished,Proficient,Renowned,Able,Able,Proficient,Distinguished,Proficient,Proficient,Able,Distinguished,Renowned,Able,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Able
Kammilah,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Kammilah,http://emerald.puzzlepirates.com/media/emerald/portraits/ff7/edbf04a2912fb7dc73f4d1bc6124b.jpg,Captain,,Cursed Islander's,Princess,Raging Waters,Lieutenant,Tumult Island Navy,Canis,0,,2,Raging Waters on Barbary Island | Black Balls on Barbary Island,0,,17,The Dove Shack on Armstrong Island | Minute House on Greenwich Island | Homestead Hut on Lincoln Island | Caddyshack on Admiral Island | Sigil Shack on Sayers Rock | Adobe Abode on Chachapoya Island | Shack Macaque on Alkaid Island | Pine Boxes on Aimuari Island | Cabin Fever on Admiral Island | Bungallows on Aimuari Island | Bungalow Bill on Admiral Island | Row Me Daddy on Admiral Island | Only a Manor of Time on Aimuari Island | The Great Estate on Admiral Island | Cottagious Disease on Aimuari Island | King Kottage on Admiral Island | Jonestown Houses on Aimuari Island,0,,Aspiring,Aspiring,Rumored,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Neophyte,Solid,Illustrious,Solid,Solid,Novice,Narrow,Solid,Solid,Narrow,Solid,Broad,Illustrious,Solid,Neophyte,Solid,Solid,Narrow,Solid,Narrow,Solid,Narrow,Able,Grand-Master,Renowned,Legendary,Proficient,Able,Proficient,Respected,Distinguished,Able,Proficient,Respected,Grand-Master,Respected,Respected,Proficient,Grand-Master,Able,Respected,Able,Grand-Master,Master
Mattsonny,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=mattsonny,http://emerald.puzzlepirates.com/media/emerald/portraits/78a/5c23a9e64ae9b6fe0cefec0656f2c.jpg,Senior Officer,Monster Hunter,Raging Waters,Prince,Raging Waters,Lieutenant,Greenwich Island Navy,Pelican,7,Sunny Mountain Shot on Aimuari Island | Sunny Mountain Balls on Caravanserai Island | Sunny Mountain Steel on Scrimshaw Island | Sunny Mountain Mixes on Armstrong Island | Sunny Mountain Spice on Scrimshaw Island | Looming Threats on Caravanserai Island | Sunny Mountain Ammo on Armstrong Island,0,,6,Mattsonny's Apothecary Stall on Aimuari Island | Mattsonny's Apothecary Stall on Greenwich Island | Mattsonny's Apothecary Stall on Descartes Isle | Mattsonny's Shipbuilding Stall on Greenwich Island | Mattsonny's Ironworking Stall on Blackthorpe Island | Mattsonny's Ironworking Stall on Greenwich Island,6,Sea Shack on Scrimshaw Island | Caddyshack on Admiral Island | Past Tents on Greenwich Island | Minute House on Greenwich Island | Jonestown Houses on Aimuari Island | Cthulhu Mansion on Admiral Island,5,Blackboott | Cities | Codefish | Texnikos | Whazza,Obscure,Rumored,Illustrious,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Solid,Expert,Solid,Weighty,Narrow,Neophyte,Solid,Solid,Neophyte,Paragon,Solid,Expert,Solid,Apprentice,Weighty,Narrow,Broad,Expert,Novice,Broad,Broad,Master,Legendary,Ultimate,Grand-Master,Grand-Master,Able,Renowned,Respected,Master,Able,Legendary,Master,Master,Renowned,Renowned,Ultimate,Proficient,Proficient,Legendary,Distinguished,Legendary,Renowned
Texnikos,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=texnikos,http://emerald.puzzlepirates.com/media/emerald/portraits/dc7/591effede01a8612538a2d441a1cc.jpg,Captain,,Collateral Damage,Lord,Crash Out,Commander,Barbary Island Navy,Ibis,1,Espresso Macchiato on Barbary Island,0,,0,,4,Shack Macaque on Alkaid Island | Love Shack on Caravanserai Island | Caddyshack on Admiral Island | Caddyshack on Admiral Island,13,Baeboss | Cities | Dalnoth | Euphoria | Flucinn | Fools | Graysn | Kainos | Krimz | Mattsonny | Odds | Sscc | Umami,Aspiring,Eminent,Celebrated,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Illustrious,Sublime,Weighty,Solid,Apprentice,Neophyte,Solid,Solid,Novice,Solid,Weighty,Solid,Revered,Narrow,Broad,Apprentice,Novice,Narrow,Apprentice,Paragon,Narrow,Respected,Proficient,Ultimate,Grand-Master,Master,Able,Able,Grand-Master,Respected,Able,Legendary,Grand-Master,Grand-Master,Ultimate,Renowned,Proficient,Proficient,Able,Renowned,Master,Renowned,Legendary
Baeboss,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=baeboss,http://emerald.puzzlepirates.com/media/emerald/portraits/e8f/c927c7d7087eadf97ba56076c8758.jpg,Senior Officer,,Collateral Damage,Member,Crash Out,Lieutenant Commander,Admiral Island Navy,Gull,0,,0,,1,Aramsamsam's Tailoring Stall on Admiral Island,6,Minute House on Greenwich Island | Bungalow Bill on Admiral Island | King Kottage on Admiral Island | Bedside Manors on Admiral Island | Pine Boxes on Aimuari Island | The Dove Shack on Armstrong Island,1,Cidocat,Renowned,Renowned,Established,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Apprentice,Broad,Paragon,Narrow,Solid,Neophyte,Apprentice,Solid,Solid,Neophyte,Solid,Solid,Illustrious,Solid,Broad,Weighty,Narrow,Neophyte,Solid,Narrow,Solid,Narrow,Able,Respected,Ultimate,Proficient,Distinguished,Proficient,Distinguished,Proficient,Proficient,Able,Respected,Master,Able,Renowned,Master,Respected,Proficient,Able,Respected,Able,Grand-Master,Master
Tekshadow,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=tekshadow,http://emerald.puzzlepirates.com/media/emerald/portraits/775/7dda19da23b3abbabbaed5b7715ae.jpg,Fleet Officer,Gunner,Raging Waters,Lord,Raging Waters,Ensign,Admiral Island Navy,Gull,0,,1,I Ship My Pants on Barbary Island,0,,4,Caddyshack on Admiral Island | Villa Las Vegas on Admiral Island | Bedside Manors on Admiral Island | Villa Las Vegas on Admiral Island,0,,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Neophyte,Solid,Narrow,Neophyte,Narrow,Novice,Novice,Solid,Solid,Narrow,Broad,Solid,Broad,Broad,Apprentice,Narrow,Solid,Novice,Neophyte,Novice,Expert,Neophyte,Able,Respected,Distinguished,Proficient,Proficient,Able,Able,Renowned,Respected,Able,Proficient,Respected,Proficient,Distinguished,Renowned,Able,Respected,Able,Respected,Proficient,Distinguished,Proficient
Helium,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=helium,http://emerald.puzzlepirates.com/media/emerald/portraits/62c/4ad132dac31c528dd4a0c78138448.jpg,Senior Officer,Flirt,The Rum Rats,Lady,The Scarlet Empire,Commander,Admiral Island Navy,Gull,9,Rum The Jewels on Armstrong Island | Killer Brew on Aimuari Island | Man of Steel on Barbary Island | Sugar and Spice on Barbary Island | Oceans Ale-ven on Admiral Island | Wayland Smith on Sayers Rock | Skelly Rum on Barbary Island | Renaissance on Sayers Rock | Mustard on Armstrong Island,10,Serket's Poison on Sayers Rock | Dress to Impress on Aimuari Island | Steel Dre on Armstrong Island | Brig | Don't Kill My Vibe on Armstrong Island | You Dirty Oar on Marlowe Island | Impostor Fort on Marlowe Island | Banana Boats on Sayers Rock | Deadwood on Barbary Island | Iron Night on Scrimshaw Island,3,Helium's Tailoring Stall on Wensleydale | Skinnyminnie's Tailoring Stall on Aimuari Island | Mischievious's Tailoring Stall on Wensleydale,17,Minute House on Greenwich Island | Riemann Slums on Descartes Isle | Sigil Shack on Sayers Rock | Pine Boxes on Aimuari Island | Caddyshack on Admiral Island | Villa Las Vegas on Admiral Island | Shack Macaque on Alkaid Island | Minute House on Greenwich Island | Minute House on Greenwich Island | Caddyshack on Admiral Island | King Kottage on Admiral Island | Method Manor on Armstrong Island | Bedside Manors on Admiral Island | Villa Las Vegas on Admiral Island | Poseidon's Castle on Scrimshaw Island | Guardians of the Gallery on Admiral Island | Tomb of the Hallowed Soul on Aimuari Island,0,,Established,Eminent,Illustrious,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Solid,Paragon,Solid,Illustrious,Revered,Solid,Weighty,Revered,Broad,Sublime,Revered,Solid,Expert,Broad,Expert,Weighty,Apprentice,Solid,Solid,Revered,Broad,Grand-Master,Ultimate,Grand-Master,Ultimate,Ultimate,Ultimate,Master,Ultimate,Legendary,Able,Legendary,Ultimate,Distinguished,Proficient,Master,Master,Renowned,Able,Renowned,Ultimate,Respected,Renowned
Heliumxoxo,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=heliumxoxo,,Senior Officer,,Just Vibes,King,Aftermath,Stowaway,Lincoln Island Navy,Gull,0,,0,,0,,2,Homestead Hut on Lincoln Island | Minute House on Greenwich Island,0,,Aspiring,Aspiring,Obscure,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Apprentice,Solid,Narrow,Neophyte,Narrow,Expert,Novice,Novice,Solid,Novice,Novice,Solid,Novice,Novice,Novice,Novice,Apprentice,Novice,Novice,Novice,Solid,Novice,Distinguished,Able,Able,Able,Proficient,Legendary,Able,Able,Grand-Master,Able,Able,Renowned,Able,Able,Able,Able,Proficient,Able,Able,Distinguished,Master,Able
